WYWWW,742
WWYWW,1843
GGGGG,1
GWWWW,102
WGGWG,1
WYYWG,3
WWWWG,289
WWWGW,84
WGWWW,511
WWGWW,617
GWWWG,1
GGGWG,1
GWWGW,2
WYYWW,119
WGGWW,47
WWWWW,10037
YWWWW,152
YGWGW,3
YWGGW,2
YYYGW,2
YWWWG,1
YWWGW,29
GWGWW,1
GGWWW,1
WGWGW,2
WWGGW,6
WGWWG,12
WWGWG,48
WYWGW,2
WGYWW,22
WWYGW,8
WYGWW,20
YWGWW,6
GWYWW,8
WYWWG,19
WWYWG,47
YWYGW,3
YYWWW,11
YWYWW,17
WYWWY,16
WWYGG,1
WYGWG,4
WYYWY,2
YWWYW,2
WGWWY,3
GWWYW,4
GWYYW,1
